cotovelo_direito,cotovelo_esquerdo,ombro_direito,ombro_esquerdo,cintura_direita,cintura_esquerda,joelho_direito,joelho_esquerdo,braco_direito,braco_esquerdo,figure,image_name
128,159,158,54,177,115,160,162,0.6259259259259259,0.6277641277641277,bow,perspective_1_bow_20.jpeg
148,124,148,55,171,62,173,176,0.6629353233830846,0.5924812030075188,bow,perspective_4_bow_15.jpeg
151,112,141,61,176,54,172,131,0.654627539503386,0.5622317596566524,bow,perspective_1_bow_8.jpeg
117,153,87,152,84,164,108,178,0.5,0.5793731041456016,bow,perspective_3_flipped_bow_13.jpeg
163,143,43,148,107,176,141,176,0.5364647713226205,0.5277078085642317,bow,perspective_4_flipped_bow_24.jpeg
156,167,148,53,175,35,179,131,0.6786447638603696,0.6201456310679612,bow,perspective_4_bow_14.jpeg
134,131,72,176,58,147,73,151,0.45197044334975367,0.5440573770491803,bow,perspective_3_flipped_bow_10.jpeg
149,120,33,170,33,144,124,160,0.5279850746268657,0.5474060822898033,bow,flipped_bow_9.jpeg
158,133,44,152,157,169,169,166,0.5261401557285873,0.4593908629441624,bow,perspective_2_flipped_bow_18.jpeg
161,154,58,146,138,168,128,176,0.5471898197242842,0.5575129533678757,bow,perspective_1_flipped_bow_8.jpeg
141,156,161,67,174,177,169,173,0.529639175257732,0.5228758169934641,bow,perspective_3_bow_6.jpeg
159,139,65,149,89,163,102,177,0.5641293013555787,0.5613850996852047,bow,perspective_3_flipped_bow_8.jpeg
130,171,156,53,176,164,168,169,0.5996376811594203,0.6119402985074627,bow,bow_21.jpeg
137,164,153,39,164,33,148,175,0.6264478764478765,0.5909090909090909,bow,bow_1.jpeg
163,152,53,147,171,175,175,171,0.5469904963041182,0.528052805280528,bow,perspective_4_flipped_bow_1.jpeg
165,177,126,47,174,89,179,144,0.5872170439414115,0.5741758241758241,bow,perspective_4_bow_24.jpeg
127,143,161,41,163,36,165,178,0.5692108667529108,0.5475543478260869,bow,perspective_3_bow_23.jpeg
179,131,61,153,177,179,177,170,0.5535858178887993,0.49818840579710144,bow,flipped_bow_19.jpeg
95,124,82,161,179,178,170,166,0.3878887070376432,0.44345238095238093,bow,perspective_1_flipped_bow_6.jpeg
150,137,73,157,175,179,179,177,0.46803900325027087,0.46918918918918917,bow,perspective_3_flipped_bow_5.jpeg
133,95,158,68,178,162,178,153,0.5960187353629977,0.4888888888888889,bow,perspective_3_bow_0.jpeg
176,132,56,155,168,172,178,174,0.5133795837462835,0.4592511013215859,bow,perspective_4_flipped_bow_19.jpeg
144,136,133,40,167,94,172,174,0.5904605263157895,0.5029940119760479,bow,perspective_3_bow_24.jpeg
160,173,142,56,173,36,179,84,0.6791666666666667,0.6384976525821596,bow,bow_13.jpeg
158,130,61,155,32,178,88,176,0.5461711711711712,0.5551876379690949,bow,perspective_4_flipped_bow_3.jpeg
163,127,51,152,104,175,158,123,0.48789237668161434,0.5156912637828668,bow,flipped_bow_20.jpeg
144,159,156,49,171,52,179,173,0.667458432304038,0.6271637816245007,bow,perspective_1_bow_15.jpeg
137,173,159,61,178,178,165,172,0.5606060606060606,0.5911379657603223,bow,bow_6.jpeg
125,160,153,39,174,169,174,179,0.5146276595744681,0.558645707376058,bow,perspective_4_bow_18.jpeg
159,172,149,78,155,109,145,93,0.6012903225806452,0.5761316872427984,bow,perspective_1_bow_11.jpeg
58,47,9,60,179,174,176,179,0.3,0.24382716049382716,heel,perspective_2_heel_47.jpeg
102,179,124,163,176,178,178,179,0.4160346695557963,0.5117753623188406,heel,flipped_heel_15.jpeg
63,167,87,14,178,177,179,171,0.2898089171974522,0.4971815107102593,heel,perspective_2_flipped_heel_47.jpeg
95,173,118,165,178,177,176,176,0.369727047146402,0.49752720079129575,heel,perspective_2_flipped_heel_13.jpeg
160,118,21,55,168,109,179,90,0.5149051490514905,0.4414976599063963,heel,perspective_1_heel_57.jpeg
171,116,156,123,176,177,173,175,0.5295124037639007,0.46236559139784944,heel,heel_18.jpeg
165,136,156,115,179,172,168,174,0.5565656565656566,0.46528623629719856,heel,perspective_2_heel_21.jpeg
136,163,115,154,170,167,176,176,0.48667439165701043,0.45975609756097563,heel,perspective_2_flipped_heel_27.jpeg
153,154,23,75,133,50,102,160,0.42369668246445497,0.4722222222222222,heel,heel_7.jpeg
174,43,12,95,168,179,179,175,0.47229551451187335,0.24050632911392406,heel,heel_63.jpeg
127,174,104,164,177,175,179,177,0.44860627177700346,0.5050820953870211,heel,flipped_heel_29.jpeg
130,176,111,166,174,173,174,173,0.4362801377726751,0.5030364372469636,heel,perspective_1_flipped_heel_22.jpeg
165,142,15,78,172,150,174,160,0.5365418894830659,0.46002076843198336,heel,heel_56.jpeg
133,174,107,168,170,169,175,175,0.43093385214007784,0.5,heel,flipped_heel_27.jpeg
116,176,119,161,177,177,175,178,0.4132985658409387,0.5124593716143012,heel,perspective_2_flipped_heel_18.jpeg
134,173,107,165,174,174,173,174,0.4213759213759214,0.5304087736789631,heel,perspective_2_flipped_heel_21.jpeg
124,161,83,20,132,167,85,171,0.4672897196261682,0.5387283236994219,heel,perspective_1_flipped_heel_54.jpeg
167,58,8,84,171,174,177,174,0.4634146341463415,0.24610591900311526,heel,perspective_2_heel_63.jpeg
117,158,65,23,125,163,9,175,0.4265842349304482,0.5436654366543665,heel,perspective_2_flipped_heel_57.jpeg
161,125,14,70,174,162,169,179,0.5078031212484994,0.3573667711598746,heel,perspective_1_heel_68.jpeg
153,81,23,81,174,155,173,174,0.5243798118049615,0.40086206896551724,heel,heel_51.jpeg
154,111,14,73,176,166,166,174,0.45616264294790343,0.3107890499194847,heel,perspective_1_heel_58.jpeg
157,91,21,56,170,96,174,129,0.5398550724637681,0.3751537515375154,heel,heel_53.jpeg
118,159,67,18,120,168,83,174,0.4281609195402299,0.5477272727272727,heel,perspective_1_flipped_heel_56.jpeg
143,168,112,153,175,173,171,174,0.4520884520884521,0.5229946524064171,heel,perspective_2_flipped_heel_26.jpeg
52,168,64,10,172,175,174,176,0.30383480825958703,0.534516765285996,heel,perspective_2_flipped_heel_48.jpeg
101,156,47,19,103,173,103,170,0.4242902208201893,0.5612980769230769,heel,perspective_1_flipped_heel_58.jpeg
135,170,116,164,174,173,176,171,0.44939647168059427,0.5029337803855826,heel,flipped_heel_24.jpeg
71,162,82,17,156,176,154,169,0.3412204234122042,0.5247079964061097,heel,flipped_heel_50.jpeg
146,67,27,51,172,150,172,174,0.49081364829396323,0.31690140845070425,heel,perspective_2_heel_51.jpeg
151,155,25,75,144,68,123,176,0.4299634591961023,0.4989293361884368,heel,perspective_2_heel_6.jpeg
142,159,29,79,157,114,150,145,0.45591647331786544,0.4596774193548387,heel,perspective_2_heel_8.jpeg
152,150,24,64,143,56,143,151,0.4292589027911453,0.49098712446351933,heel,heel_8.jpeg
36,163,4,6,161,164,160,159,0.1606837606837607,0.49066390041493774,heel,flipped_heel_1.jpeg
156,46,19,81,173,162,171,158,0.4654970760233918,0.20521739130434782,heel,perspective_2_heel_66.jpeg
161,62,17,54,170,159,172,141,0.5079754601226993,0.3050259965337955,heel,perspective_2_heel_67.jpeg
23,175,59,0,166,177,139,171,0.20418848167539266,0.4411764705882353,heel,perspective_1_flipped_heel_63.jpeg
41,175,84,2,177,176,171,175,0.2420494699646643,0.3888888888888889,heel,perspective_2_flipped_heel_63.jpeg
178,76,10,115,167,176,177,178,0.4713302752293578,0.32798833819241985,heel,perspective_1_heel_63.jpeg
178,96,164,114,177,175,171,162,0.5128888888888888,0.4297606659729448,heel,heel_12.jpeg
132,177,103,165,179,175,167,176,0.42936596218020023,0.5336363636363637,heel,perspective_2_flipped_heel_20.jpeg
76,157,58,21,151,174,128,170,0.33987915407854985,0.5050962627406569,heel,perspective_1_flipped_heel_52.jpeg
167,136,160,112,174,176,175,178,0.5375,0.4465811965811966,heel,heel_27.jpeg
167,134,157,110,178,179,171,177,0.5389558232931727,0.4805429864253394,heel,heel_30.jpeg
175,41,8,88,168,173,175,165,0.4696066746126341,0.22066549912434325,heel,perspective_1_heel_62.jpeg
156,164,67,13,179,169,159,169,0.4175824175824176,0.4536082474226804,heel,flipped_heel_4.jpeg
158,64,21,75,173,147,175,145,0.5136752136752136,0.34295612009237875,heel,heel_50.jpeg
123,138,66,22,99,177,130,174,0.46370370370370373,0.424483306836248,heel,perspective_1_flipped_heel_40.jpeg
145,146,26,52,146,56,143,134,0.4310520939734423,0.49501359927470534,heel,heel_9.jpeg
57,170,98,10,179,176,178,174,0.3226993865030675,0.5237273511647972,heel,flipped_heel_47.jpeg
163,137,18,99,174,177,169,176,0.5341880341880342,0.5058930190389845,heel,heel_55.jpeg
88,167,60,13,169,171,176,170,0.3643122676579926,0.5527462946817786,heel,flipped_heel_59.jpeg
46,171,101,11,176,170,179,178,0.2595307917888563,0.5049019607843137,heel,flipped_heel_65.jpeg
100,177,118,158,171,177,162,178,0.43774069319640563,0.5223555070883316,heel,perspective_1_flipped_heel_11.jpeg
176,127,4,66,174,177,174,164,0.4222222222222222,0.35927367055771725,heel,perspective_2_heel_4.jpeg
62,176,102,8,171,174,176,174,0.3231707317073171,0.5286624203821656,heel,perspective_2_flipped_heel_64.jpeg
160,123,154,104,177,169,178,179,0.5619512195121952,0.4401496259351621,heel,perspective_2_heel_30.jpeg
152,55,20,69,177,157,167,160,0.4893842887473461,0.2701062215477997,heel,perspective_1_heel_48.jpeg
112,177,68,10,153,173,13,168,0.3912280701754386,0.552258064516129,heel,perspective_2_flipped_heel_68.jpeg
95,161,43,20,112,172,50,163,0.44173441734417346,0.5743801652892562,heel,flipped_heel_57.jpeg
154,36,6,18,170,169,162,169,0.4154103852596315,0.2935222672064777,heel,perspective_2_heel_36.jpeg
139,168,122,155,179,179,177,178,0.47575757575757577,0.4975798644724105,heel,perspective_2_flipped_heel_30.jpeg
117,174,127,158,177,179,178,179,0.4189837008628955,0.5049019607843137,heel,flipped_heel_18.jpeg
128,166,61,13,171,167,178,172,0.4175824175824176,0.4803921568627451,heel,perspective_1_flipped_heel_5.jpeg
162,149,19,114,176,176,171,170,0.5414258188824663,0.5211267605633803,heel,perspective_2_heel_55.jpeg
169,118,14,57,168,92,179,135,0.5423111919927207,0.4011904761904762,heel,heel_58.jpeg
91,156,83,18,147,174,154,170,0.4115107913669065,0.5625668449197861,heel,perspective_1_flipped_heel_51.jpeg
172,89,160,110,173,173,173,178,0.5126475548060708,0.397288842544317,heel,heel_11.jpeg
162,132,157,120,177,177,167,173,0.5309584393553859,0.4641472868217054,heel,heel_21.jpeg
175,154,7,68,148,55,147,148,0.4167450611476952,0.4905505341002465,heel,heel_6.jpeg
121,174,76,14,146,174,149,162,0.410958904109589,0.5669687814702921,heel,flipped_heel_68.jpeg
133,168,123,159,178,177,179,176,0.44359255202628695,0.5216572504708098,heel,perspective_2_flipped_heel_31.jpeg
141,157,61,22,117,159,127,165,0.4680170575692964,0.46971307120085015,heel,flipped_heel_5.jpeg
77,158,53,25,168,163,149,178,0.3251700680272109,0.49075975359342916,heel,perspective_2_flipped_heel_52.jpeg
95,170,118,159,173,176,165,172,0.4175,0.536779324055666,heel,perspective_2_flipped_heel_12.jpeg
128,159,25,49,170,159,126,147,0.3595206391478029,0.4032258064516129,heel,flipped_heel_37.jpeg
177,147,4,60,154,58,153,148,0.4300100704934542,0.42008196721311475,heel,perspective_1_heel_6.jpeg
175,109,13,50,144,54,148,151,0.4398976982097187,0.44416243654822335,heel,perspective_1_heel_7.jpeg
67,154,56,16,179,179,172,169,0.30612244897959184,0.41797432239657634,heel,perspective_2_flipped_heel_59.jpeg
65,166,88,14,167,173,172,171,0.35447761194029853,0.5571672354948806,heel,flipped_heel_49.jpeg
108,170,121,157,177,173,171,179,0.44058744993324434,0.5189437428243399,heel,perspective_2_flipped_heel_16.jpeg
125,173,105,169,174,172,176,178,0.38676844783715014,0.49156118143459915,heel,perspective_1_flipped_heel_25.jpeg
159,78,28,68,175,159,172,176,0.48053691275167787,0.33505154639175255,heel,perspective_1_heel_60.jpeg
125,159,77,24,129,170,114,164,0.5076586433260394,0.560546875,heel,flipped_heel_54.jpeg
144,166,128,157,175,175,177,177,0.48847926267281105,0.4807017543859649,heel,perspective_1_flipped_heel_27.jpeg
162,156,14,66,140,62,136,145,0.4504283965728274,0.49888392857142855,heel,perspective_2_heel_9.jpeg
133,168,112,162,176,176,179,179,0.45031905195989064,0.5,heel,flipped_heel_28.jpeg
90,165,33,4,164,169,161,169,0.3217821782178218,0.4512683578104139,heel,perspective_1_flipped_heel_36.jpeg
167,128,16,69,169,149,168,137,0.5407894736842105,0.42598684210526316,heel,perspective_2_heel_57.jpeg
138,169,123,156,177,176,177,177,0.44869565217391305,0.5149196633511859,heel,flipped_heel_31.jpeg
131,171,113,166,174,175,178,175,0.44037656903765693,0.5339721254355401,heel,perspective_1_flipped_heel_23.jpeg
127,172,103,162,173,172,178,176,0.4457013574660634,0.49691991786447637,heel,perspective_1_flipped_heel_29.jpeg
165,133,158,114,177,177,171,179,0.5333333333333333,0.46808510638297873,heel,heel_25.jpeg
173,95,164,110,179,120,179,137,0.5266821345707656,0.41040462427745666,heel,perspective_2_heel_15.jpeg
156,120,22,61,173,117,177,149,0.5343082114735658,0.43826322930800543,heel,perspective_1_heel_56.jpeg
155,108,21,43,177,145,167,178,0.5224913494809689,0.3510971786833856,heel,perspective_2_heel_59.jpeg
178,125,2,75,166,167,164,161,0.39308578745198464,0.3542234332425068,heel,perspective_1_heel_41.jpeg
151,127,29,70,164,115,125,95,0.5223325062034739,0.434654919236417,heel,perspective_1_heel_53.jpeg
126,176,109,169,177,175,161,170,0.44336569579288027,0.5368043087971275,heel,perspective_2_flipped_heel_22.jpeg
166,155,17,70,140,59,140,162,0.4460093896713615,0.45433526011560693,heel,perspective_1_heel_8.jpeg
179,103,164,122,178,178,171,174,0.4827586206896552,0.4139194139194139,heel,perspective_2_heel_12.jpeg
145,171,128,160,176,173,177,176,0.49729144095341277,0.4709236031927024,heel,perspective_2_flipped_heel_23.jpeg
167,39,10,8,167,165,164,160,0.4479166666666667,0.1954459203036053,heel,perspective_1_heel_1.jpeg
16,143,64,29,143,173,67,174,0.21357285429141717,0.43794579172610554,heel,perspective_2_flipped_heel_66.jpeg
67,170,72,15,162,164,137,179,0.338301043219076,0.5093922651933702,heel,perspective_1_flipped_heel_49.jpeg
171,95,161,118,177,179,175,175,0.4925512104283054,0.4088937093275488,heel,heel_13.jpeg
147,164,129,155,173,179,176,175,0.4797047970479705,0.44921875,heel,perspective_1_flipped_heel_26.jpeg
167,167,15,70,156,76,147,177,0.45808736717827625,0.4718066743383199,heel,perspective_1_heel_5.jpeg
38,176,89,2,178,171,165,178,0.2084063047285464,0.3420669577874818,heel,perspective_1_flipped_heel_62.jpeg
134,170,128,147,177,179,175,176,0.4683229813664596,0.5011655011655012,heel,perspective_1_flipped_heel_19.jpeg
155,133,28,65,157,91,160,130,0.5385500575373993,0.4702774108322325,heel,perspective_2_heel_56.jpeg
169,133,169,110,174,177,173,171,0.5662768031189084,0.4423558897243108,heel,perspective_1_heel_27.jpeg
123,174,106,163,174,175,179,176,0.38028169014084506,0.5140562248995983,heel,perspective_1_flipped_heel_20.jpeg
164,96,160,124,173,170,167,165,0.4883419689119171,0.4006069802731411,heel,perspective_1_heel_12.jpeg
148,137,79,39,50,144,161,160,0.5246913580246914,0.5025839793281653,heel,perspective_1_flipped_heel_8.jpeg
138,146,50,32,63,148,161,169,0.49182561307901906,0.45942028985507244,heel,perspective_1_flipped_heel_9.jpeg
136,151,53,30,50,146,144,157,0.49058693244739754,0.5,heel,flipped_heel_9.jpeg
128,174,96,168,169,169,178,179,0.39949748743718594,0.5010438413361169,heel,perspective_2_flipped_heel_28.jpeg
161,97,153,114,175,172,176,176,0.4892241379310345,0.3969465648854962,heel,perspective_1_heel_16.jpeg
177,121,168,96,174,172,178,178,0.5562189054726369,0.4658682634730539,heel,perspective_2_heel_29.jpeg
154,115,77,47,50,178,148,179,0.4718954248366013,0.5274853801169591,heel,flipped_heel_40.jpeg
165,133,158,111,178,177,176,178,0.5368043087971275,0.4702258726899384,heel,heel_26.jpeg
167,124,158,109,178,179,173,178,0.5372645372645373,0.47245564892623715,heel,heel_31.jpeg
120,163,66,21,131,164,81,174,0.4458874458874459,0.5379061371841155,heel,perspective_1_flipped_heel_57.jpeg
161,147,151,125,176,179,174,171,0.4969987995198079,0.5127906976744186,heel,perspective_2_heel_28.jpeg
162,62,14,68,179,175,167,170,0.46494845360824744,0.2861072902338377,heel,perspective_1_heel_51.jpeg
100,165,74,17,164,167,159,176,0.35084745762711866,0.5462085308056872,heel,perspective_2_flipped_heel_67.jpeg
156,59,4,30,169,170,165,169,0.43204577968526464,0.2820976491862568,heel,perspective_1_heel_36.jpeg
166,77,15,80,172,165,170,158,0.5179666958808063,0.3333333333333333,heel,heel_67.jpeg
166,74,15,92,170,171,171,175,0.5025853154084798,0.32538569424964936,heel,perspective_2_heel_48.jpeg
169,132,157,119,176,178,166,170,0.5401639344262295,0.4707547169811321,heel,heel_20.jpeg
153,143,142,129,179,175,170,169,0.4564676616915423,0.5050962627406569,heel,perspective_1_heel_26.jpeg
175,120,12,68,171,160,169,130,0.5523560209424084,0.3701657458563536,heel,perspective_2_heel_68.jpeg
61,160,60,17,151,176,177,168,0.34290271132376393,0.5312855517633674,heel,perspective_2_flipped_heel_50.jpeg
175,104,161,111,179,171,174,175,0.5348432055749129,0.44490644490644493,heel,heel_17.jpeg
171,74,159,96,172,169,171,174,0.5596620908130939,0.37574850299401197,heel,perspective_1_heel_11.jpeg
127,153,37,16,75,169,179,178,0.47023809523809523,0.4465174129353234,heel,perspective_2_flipped_heel_9.jpeg
33,150,56,7,179,177,175,174,0.19174041297935104,0.3991228070175439,heel,flipped_heel_61.jpeg
113,172,126,157,179,177,177,179,0.4196689386562804,0.5033333333333333,heel,flipped_heel_17.jpeg
134,170,118,161,178,179,175,170,0.449955713020372,0.5106382978723404,heel,flipped_heel_22.jpeg
120,172,103,167,176,174,173,172,0.38239339752407153,0.5049614112458655,heel,perspective_1_flipped_heel_21.jpeg
147,122,26,30,158,65,151,168,0.3690176322418136,0.3985594237695078,heel,heel_38.jpeg
55,170,108,13,177,176,170,176,0.31552587646076796,0.5303550973654066,heel,perspective_2_flipped_heel_61.jpeg
93,172,116,156,178,177,170,174,0.37880633373934225,0.47692307692307695,heel,perspective_2_flipped_heel_11.jpeg
167,130,158,104,177,178,170,177,0.537052456286428,0.47695202257761055,heel,heel_29.jpeg
132,146,58,31,76,160,156,158,0.5006075334143378,0.45992115637319314,heel,perspective_1_flipped_heel_6.jpeg
159,118,22,82,172,168,169,166,0.5407026563838904,0.4831243972999036,heel,heel_54.jpeg
161,136,160,120,178,174,166,168,0.5361512791991101,0.49454545454545457,heel,perspective_1_heel_23.jpeg
79,163,73,17,168,173,176,169,0.37667560321715815,0.5245398773006135,heel,perspective_2_flipped_heel_51.jpeg
125,176,86,8,159,173,147,170,0.40536277602523657,0.568649885583524,heel,perspective_1_flipped_heel_68.jpeg
137,171,119,157,179,177,174,172,0.4437555358724535,0.5019825535289453,heel,flipped_heel_20.jpeg
159,163,13,50,164,95,159,143,0.39460154241645246,0.45232558139534884,heel,perspective_2_heel_5.jpeg
126,174,102,172,170,172,179,172,0.41442542787286063,0.5581180811808119,heel,perspective_1_flipped_heel_24.jpeg
175,157,6,61,153,65,148,161,0.43619909502262444,0.44375,heel,heel_5.jpeg
170,32,11,87,171,179,174,178,0.4969378827646544,0.1958041958041958,heel,heel_62.jpeg
152,51,18,55,179,165,165,165,0.4906054279749478,0.250384024577573,heel,perspective_1_heel_50.jpeg
176,70,9,107,176,178,174,178,0.4533947065592635,0.33473389355742295,heel,perspective_2_heel_61.jpeg
162,137,153,122,179,177,168,170,0.5412748171368861,0.5022675736961452,heel,perspective_1_heel_25.jpeg
136,165,82,17,142,169,137,169,0.501101321585903,0.5606207565470417,heel,flipped_heel_56.jpeg
159,135,157,111,176,175,169,170,0.5200356188780053,0.4802314368370299,heel,heel_28.jpeg
85,159,77,22,156,174,159,160,0.38414634146341464,0.545863309352518,heel,flipped_heel_51.jpeg
94,165,125,150,178,174,168,177,0.4142194744976816,0.4669479606188467,heel,perspective_2_flipped_heel_15.jpeg
127,173,142,153,178,176,179,178,0.46485260770975056,0.5354330708661418,heel,perspective_2_flipped_heel_17.jpeg
167,122,153,117,174,177,169,174,0.5311958405545927,0.4690873405299313,heel,heel_19.jpeg
120,178,135,153,179,179,176,179,0.4597839135654262,0.4809688581314879,heel,perspective_1_flipped_heel_17.jpeg
163,129,15,94,177,177,171,174,0.5332197614991482,0.4669260700389105,heel,perspective_2_heel_54.jpeg
173,29,11,12,167,166,164,166,0.4484924623115578,0.14591439688715954,heel,perspective_2_heel_1.jpeg
168,131,157,115,178,177,174,172,0.5201923076923077,0.4663101604278075,heel,perspective_1_heel_20.jpeg
170,47,12,99,174,168,173,162,0.5166389351081531,0.2626903553299492,heel,heel_64.jpeg
41,179,100,6,179,172,179,176,0.22255192878338279,0.4927395934172314,heel,flipped_heel_62.jpeg
166,51,16,86,171,153,170,134,0.4791666666666667,0.26356589147286824,heel,perspective_1_heel_64.jpeg
174,132,163,110,179,179,178,165,0.583413693346191,0.4763636363636364,heel,perspective_1_heel_21.jpeg
133,151,67,30,62,152,161,128,0.48089887640449436,0.45454545454545453,heel,perspective_2_flipped_heel_6.jpeg
120,154,79,26,113,165,59,176,0.4292237442922374,0.5341614906832298,heel,perspective_1_flipped_heel_59.jpeg
169,47,12,69,176,159,176,164,0.5285016286644951,0.24805194805194805,heel,heel_60.jpeg
163,145,151,116,176,175,173,162,0.4974293059125964,0.5044359949302915,heel,perspective_1_heel_22.jpeg
160,87,18,73,173,152,173,170,0.5322997416020672,0.3973362930077691,heel,heel_59.jpeg
164,20,0,19,164,163,156,160,0.5144186046511627,0.1314475873544093,heel,heel_2.jpeg
129,174,114,166,174,173,179,173,0.43546889507892295,0.5132105684547638,heel,flipped_heel_23.jpeg
158,92,164,112,172,173,171,164,0.5094577553593947,0.43128654970760233,heel,perspective_2_heel_13.jpeg
62,170,85,12,178,176,170,177,0.31829896907216493,0.5155677655677655,heel,flipped_heel_60.jpeg
170,97,161,104,178,162,172,155,0.552,0.42011834319526625,heel,perspective_1_heel_15.jpeg
159,128,146,132,177,177,176,177,0.4587378640776699,0.4658682634730539,heel,perspective_2_heel_18.jpeg
41,164,94,17,176,175,177,171,0.24813432835820895,0.5030826140567201,heel,perspective_1_flipped_heel_65.jpeg
178,90,167,95,179,158,179,162,0.5789473684210527,0.3575757575757576,heel,perspective_2_heel_17.jpeg
105,173,120,161,174,178,179,177,0.42886178861788615,0.5035335689045937,heel,flipped_heel_16.jpeg
144,148,72,29,89,170,175,175,0.51440329218107,0.5005291005291005,heel,flipped_heel_6.jpeg
142,153,76,21,110,149,151,164,0.4897196261682243,0.48295454545454547,heel,flipped_heel_7.jpeg
154,79,22,83,173,154,174,177,0.46480582524271846,0.34375,heel,perspective_2_heel_50.jpeg
148,142,73,15,135,177,128,156,0.4604105571847507,0.48675034867503486,heel,perspective_2_flipped_heel_39.jpeg
163,114,17,63,172,158,168,173,0.5363735070575462,0.37481698389458273,heel,perspective_1_heel_59.jpeg
164,43,15,83,174,164,171,162,0.507168458781362,0.25675675675675674,heel,heel_66.jpeg
140,170,117,159,177,176,175,171,0.4442446043165468,0.5091342335186656,heel,flipped_heel_21.jpeg
93,150,52,27,139,166,28,175,0.3404605263157895,0.43916083916083914,heel,perspective_1_flipped_heel_53.jpeg
58,176,114,7,177,169,175,179,0.30428769017980634,0.5312208760484622,heel,flipped_heel_64.jpeg
161,134,160,121,177,177,170,177,0.5261293179805138,0.46713147410358563,heel,heel_24.jpeg
110,174,139,165,175,178,172,176,0.3949685534591195,0.47084708470847086,heel,perspective_1_flipped_heel_13.jpeg
166,126,16,63,171,143,168,121,0.5463786531130876,0.41379310344827586,heel,perspective_2_heel_58.jpeg
165,122,17,72,173,175,167,175,0.5263713080168776,0.3915989159891599,heel,perspective_1_heel_54.jpeg
163,150,153,120,173,178,171,169,0.5126964933494559,0.5341040462427745,heel,perspective_1_heel_24.jpeg
41,164,84,19,168,167,165,179,0.2644320297951583,0.5123456790123457,heel,perspective_2_flipped_heel_65.jpeg
114,173,96,164,171,175,176,176,0.3963963963963964,0.5109489051094891,heel,perspective_1_flipped_heel_31.jpeg
164,120,19,58,164,97,177,164,0.5362718089990818,0.4388888888888889,heel,heel_57.jpeg
164,135,161,115,179,175,167,174,0.5351257588898526,0.4806201550387597,heel,heel_23.jpeg
157,146,18,96,175,174,162,171,0.5251396648044693,0.4606598984771574,heel,perspective_1_heel_55.jpeg
131,172,120,159,178,177,176,177,0.4390495867768595,0.5094850948509485,heel,perspective_2_flipped_heel_19.jpeg
131,166,89,14,179,170,163,169,0.47560975609756095,0.5184770436730123,heel,perspective_1_flipped_heel_55.jpeg
168,118,162,95,172,171,176,177,0.5338600451467269,0.46983311938382544,heel,perspective_1_heel_29.jpeg
134,168,113,161,175,175,178,173,0.4458955223880597,0.502928870292887,heel,flipped_heel_25.jpeg
166,130,10,71,172,173,178,174,0.4049689440993789,0.36807387862796836,heel,perspective_1_heel_4.jpeg
172,103,163,105,179,170,178,177,0.5266393442622951,0.40616966580976865,heel,perspective_1_heel_17.jpeg
67,167,82,17,179,172,178,170,0.3452722063037249,0.5397784491440081,heel,perspective_1_flipped_heel_48.jpeg
176,143,12,72,136,51,126,152,0.4445676274944568,0.4720758693361433,heel,perspective_2_heel_7.jpeg
178,64,169,79,172,135,176,123,0.5655095184770437,0.348993288590604,heel,perspective_2_heel_14.jpeg
135,170,122,155,178,177,178,174,0.4381491973559962,0.5078577336641853,heel,flipped_heel_19.jpeg
82,161,81,20,157,169,145,175,0.38179148311306904,0.5149769585253456,heel,perspective_1_flipped_heel_50.jpeg
164,41,17,91,173,173,173,171,0.5079505300353356,0.2317241379310345,heel,heel_65.jpeg
32,172,49,5,176,179,175,176,0.19831932773109243,0.4536082474226804,heel,perspective_2_flipped_heel_60.jpeg
165,140,162,116,171,178,175,173,0.48860759493670886,0.5,heel,perspective_2_heel_24.jpeg
158,169,81,10,171,169,178,176,0.40047961630695444,0.46062567421790723,heel,perspective_2_flipped_heel_5.jpeg
38,178,64,8,166,173,133,170,0.23102866779089376,0.5096774193548387,heel,perspective_1_flipped_heel_66.jpeg
101,177,122,161,178,179,166,175,0.4077766699900299,0.502928870292887,heel,flipped_heel_11.jpeg
165,43,6,87,178,178,176,173,0.47031539888682744,0.24570673712021135,heel,heel_61.jpeg
151,89,26,79,171,140,174,148,0.5322003577817531,0.3847058823529412,heel,heel_52.jpeg
158,71,20,67,175,159,175,75,0.48774795799299886,0.2779605263157895,heel,perspective_1_heel_52.jpeg
106,175,115,159,174,179,174,179,0.4375,0.48698884758364314,heel,perspective_1_flipped_heel_16.jpeg
160,122,146,115,173,174,174,174,0.5389541088580576,0.4763636363636364,heel,perspective_2_heel_31.jpeg
58,162,32,9,162,163,170,169,0.3129346314325452,0.4523281596452328,heel,flipped_heel_36.jpeg
112,170,140,148,179,177,173,179,0.45641646489104115,0.4856815578465063,heel,perspective_1_flipped_heel_15.jpeg
127,171,35,65,115,159,147,158,0.34146341463414637,0.4172661870503597,heel,flipped_heel_38.jpeg
142,171,51,21,87,168,139,167,0.4102941176470588,0.4128843338213763,heel,perspective_1_flipped_heel_39.jpeg
161,133,160,115,178,179,171,174,0.5023148148148148,0.47044334975369456,heel,perspective_2_heel_22.jpeg
173,128,169,84,168,129,173,152,0.5900216919739696,0.46382978723404256,heel,perspective_2_heel_27.jpeg
167,122,157,115,175,178,172,168,0.5528846153846154,0.4661308840413318,heel,perspective_1_heel_31.jpeg
